actor,count,movies_with_actor,my_rating,avg_rating,diff_rating
MeganLiu,1,['Searching'],3.50,3.71,-0.21
KyaDawnLau,1,['Searching'],3.50,3.71,-0.21
ColinWoodell,1,['Searching'],3.50,3.71,-0.21
AshleyEdner,1,['Searching'],3.50,3.71,-0.21
CourtneyLaurenCummings,1,['Searching'],3.50,3.71,-0.21
JunkoIwao,1,['Perfect Blue'],4.00,4.38,-0.38
RicaMatsumoto,1,['Perfect Blue'],4.00,4.38,-0.38
ShihoNiiyama,1,['Perfect Blue'],4.00,4.38,-0.38
ShinpachiTsuji,2,"['Perfect Blue', ""Kiki's Delivery Service""]",3.25,4.26,-1.01
EmikoFurukawa,1,['Perfect Blue'],4.00,4.38,-0.38
YosukeAkimoto,1,['Perfect Blue'],4.00,4.38,-0.38
YokuShioya,1,['Perfect Blue'],4.00,4.38,-0.38
HideyukiHori,1,['Perfect Blue'],4.00,4.38,-0.38
EmiShinohara,1,['Perfect Blue'],4.00,4.38,-0.38
MasashiEbara,1,['Perfect Blue'],4.00,4.38,-0.38
KiyoyukiYanada,1,['Perfect Blue'],4.00,4.38,-0.38
ToruFurusawa,1,['Perfect Blue'],4.00,4.38,-0.38
TeiyaIchiryusai,1,['Perfect Blue'],4.00,4.38,-0.38
Shin-ichiroMiki,1,['Perfect Blue'],4.00,4.38,-0.38
MegumiTano,1,['Perfect Blue'],4.00,4.38,-0.38
EmiMotoi,1,['Perfect Blue'],4.00,4.38,-0.38
AkioSuyama,1,['Perfect Blue'],4.00,4.38,-0.38
OsamuHosoi,1,['Perfect Blue'],4.00,4.38,-0.38
KoichiTochika,1,['Perfect Blue'],4.00,4.38,-0.38
AnneBancroft,1,['The Graduate'],4.00,4.10,-0.10
KatharineRoss,1,['The Graduate'],4.00,4.10,-0.10
WilliamDaniels,1,['The Graduate'],4.00,4.10,-0.10
ElizabethWilson,1,['The Graduate'],4.00,4.10,-0.10
BuckHenry,1,['The Graduate'],4.00,4.10,-0.10
BrianAvery,1,['The Graduate'],4.00,4.10,-0.10
WalterBrooke,1,['The Graduate'],4.00,4.10,-0.10
NormanFell,1,['The Graduate'],4.00,4.10,-0.10
MarionLorne,1,['The Graduate'],4.00,4.10,-0.10
EddraGale,2,"['The Graduate', '8½']",4.00,4.19,-0.19
FrankBaker,1,['The Graduate'],4.00,4.10,-0.10
GeorgeBruggeman,1,['The Graduate'],4.00,4.10,-0.10
GarrettCassell,1,['The Graduate'],4.00,4.10,-0.10
BuddyDouglas,1,['The Graduate'],4.00,4.10,-0.10
BobEubanks,1,['The Graduate'],4.00,4.10,-0.10
MikeFarrell,1,['The Graduate'],4.00,4.10,-0.10
KalPenn,1,['Harold & Kumar Go to White Castle'],2.50,3.40,-0.90
PaulaGarcés,1,['Harold & Kumar Go to White Castle'],2.50,3.40,-0.90
DavidKrumholtz,2,"['Harold & Kumar Go to White Castle', 'Oppenheimer']",3.00,3.78,-0.78
EddieKayeThomas,1,['Harold & Kumar Go to White Castle'],2.50,3.40,-0.90
ChristopherMeloni,1,['Harold & Kumar Go to White Castle'],2.50,3.40,-0.90
MalinÅkerman,1,['Harold & Kumar Go to White Castle'],2.50,3.40,-0.90
KateKelton,1,['Harold & Kumar Go to White Castle'],2.50,3.40,-0.90
"""BrookeDOrsay""",1,['Harold & Kumar Go to White Castle'],2.50,3.40,-0.90
SiuTa,1,['Harold & Kumar Go to White Castle'],2.50,3.40,-0.90
SteveBraun,1,['Harold & Kumar Go to White Castle'],2.50,3.40,-0.90
BobbyLee,1,['Harold & Kumar Go to White Castle'],2.50,3.40,-0.90
DovTiefenbach,1,['Harold & Kumar Go to White Castle'],2.50,3.40,-0.90
GaryAnthonyWilliams,1,['Harold & Kumar Go to White Castle'],2.50,3.40,-0.90
RobTinkler,1,['Harold & Kumar Go to White Castle'],2.50,3.40,-0.90
EthanEmbry,1,['Harold & Kumar Go to White Castle'],2.50,3.40,-0.90
JohnHuston,1,['Chinatown'],4.50,4.30,0.20
PerryLopez,1,['Chinatown'],4.50,4.30,0.20
JohnHillerman,1,['Chinatown'],4.50,4.30,0.20
DianeLadd,2,"['Chinatown', 'Wild at Heart']",4.25,4.11,0.14
RomanPolanski,1,['Chinatown'],4.50,4.30,0.20
RichardBakalyan,1,['Chinatown'],4.50,4.30,0.20
BruceGlover,1,['Chinatown'],4.50,4.30,0.20
JoeMantell,1,['Chinatown'],4.50,4.30,0.20
RoyRoberts,1,['Chinatown'],4.50,4.30,0.20
NobleWillingham,1,['Chinatown'],4.50,4.30,0.20
RanceHoward,1,['Chinatown'],4.50,4.30,0.20
JesseVint,1,['Chinatown'],4.50,4.30,0.20
BurtYoung,1,['Chinatown'],4.50,4.30,0.20
LeedeBroux,2,"['Chinatown', 'RoboCop']",3.75,4.11,-0.36
DarrellZwerling,1,['Chinatown'],4.50,4.30,0.20
NanduHinds,1,['Chinatown'],4.50,4.30,0.20
AsanteBlackk,1,['When They See Us'],3.50,4.58,-1.08
EthanHerisse,1,['When They See Us'],3.50,4.58,-1.08
MarquisRodriguez,1,['When They See Us'],3.50,4.58,-1.08
CaleelHarris,1,['When They See Us'],3.50,4.58,-1.08
MarshaStephanieBlake,1,['When They See Us'],3.50,4.58,-1.08
AunjanueEllis-Taylor,1,['When They See Us'],3.50,4.58,-1.08
NiecyNash,1,['When They See Us'],3.50,4.58,-1.08
KylieBunbury,2,"['When They See Us', 'Game Night']",4.00,4.04,-0.04
JessicaHarper,1,['Suspiria'],3.50,3.92,-0.42
StefaniaCasini,1,['Suspiria'],3.50,3.92,-0.42
FlavioBucci,1,['Suspiria'],3.50,3.92,-0.42
MiguelBosé,1,['Suspiria'],3.50,3.92,-0.42
BarbaraMagnolfi,1,['Suspiria'],3.50,3.92,-0.42
SusannaJavicoli,1,['Suspiria'],3.50,3.92,-0.42
EvaAxén,1,['Suspiria'],3.50,3.92,-0.42
AlidaValli,1,['Suspiria'],3.50,3.92,-0.42
JoanBennett,1,['Suspiria'],3.50,3.92,-0.42
MargheritaHorowitz,1,['Suspiria'],3.50,3.92,-0.42
JacopoMariani,1,['Suspiria'],3.50,3.92,-0.42
FulvioMingozzi,1,['Suspiria'],3.50,3.92,-0.42
FrancaScagnetti,1,['Suspiria'],3.50,3.92,-0.42
RenatoScarpa,1,['Suspiria'],3.50,3.92,-0.42
SerafinaScorceletti,1,['Suspiria'],3.50,3.92,-0.42
GiuseppeTransocchi,1,['Suspiria'],3.50,3.92,-0.42
RenataZamengo,1,['Suspiria'],3.50,3.92,-0.42
AlessandraCapozzi,1,['Suspiria'],3.50,3.92,-0.42
LivTyler,4,"['Ad Astra', 'The Lord of the Rings: The Two Towers', 'The Lord of the Rings: The Return of the King', 'The Lord of the Rings: The Fellowship of the Ring']",3.75,4.18,-0.43
KimberlyElise,1,['Ad Astra'],3.00,3.36,-0.36
DonnieKeshawarz,1,['Ad Astra'],3.00,3.36,-0.36
SeanBlakemore,1,['Ad Astra'],3.00,3.36,-0.36
BobbyNish,1,['Ad Astra'],3.00,3.36,-0.36
LisaGayHamilton,2,"['Ad Astra', 'Vice']",2.75,3.42,-0.67
JohnOrtiz,2,"['Ad Astra', 'Replicas']",1.75,2.72,-0.97
FredaFohShen,1,['Ad Astra'],3.00,3.36,-0.36
KaylaAdams,1,['Ad Astra'],3.00,3.36,-0.36
RaviKapoor,1,['Ad Astra'],3.00,3.36,-0.36
ElisaPerry,1,['Ad Astra'],3.00,3.36,-0.36
DanielSauli,1,['Ad Astra'],3.00,3.36,-0.36
KimmyShields,1,['Ad Astra'],3.00,3.36,-0.36
KunalDudheker,1,['Ad Astra'],3.00,3.36,-0.36
PazdelaHuerta,2,"['Enter the Void', 'My Scientology Movie']",2.75,3.58,-0.83
NathanielBrown,1,['Enter the Void'],3.00,3.77,-0.77
CyrilRoy,1,['Enter the Void'],3.00,3.77,-0.77
OllyAlexander,1,['Enter the Void'],3.00,3.77,-0.77
MasatoTanno,1,['Enter the Void'],3.00,3.77,-0.77
EdSpear,1,['Enter the Void'],3.00,3.77,-0.77
EmilyAlynLind,2,"['Enter the Void', 'Replicas']",1.75,2.93,-1.18
JesseKuhn,1,['Enter the Void'],3.00,3.77,-0.77
NobukoImai,1,['Enter the Void'],3.00,3.77,-0.77
SakikoFukuhara,1,['Enter the Void'],3.00,3.77,-0.77
JaniceBéliveau-Sicotte,1,['Enter the Void'],3.00,3.77,-0.77
SaraStockbridge,1,['Enter the Void'],3.00,3.77,-0.77
StuartMiller,1,['Enter the Void'],3.00,3.77,-0.77
EmikoTakeuchi,1,['Enter the Void'],3.00,3.77,-0.77
RumikoKimishima,1,['Enter the Void'],3.00,3.77,-0.77
JessicaDeMarco,1,['Enter the Void'],3.00,3.77,-0.77
GasparNoé,1,['Enter the Void'],3.00,3.77,-0.77
KeithGordon,2,"['Christine', 'All That Jazz']",3.25,3.92,-0.67
JohnStockwell,1,['Christine'],3.50,3.51,-0.01
AlexandraPaul,1,['Christine'],3.50,3.51,-0.01
RobertProsky,1,['Christine'],3.50,3.51,-0.01
ChristineBelford,1,['Christine'],3.50,3.51,-0.01
WilliamOstrander,1,['Christine'],3.50,3.51,-0.01
DavidSpielberg,1,['Christine'],3.50,3.51,-0.01
MalcolmDanare,1,['Christine'],3.50,3.51,-0.01
StevenTash,1,['Christine'],3.50,3.51,-0.01
StuartCharno,1,['Christine'],3.50,3.51,-0.01
MarcPoppel,1,['Christine'],3.50,3.51,-0.01
RobertDarnell,1,['Christine'],3.50,3.51,-0.01
DouglasWarhit,1,['Christine'],3.50,3.51,-0.01
RichardCollier,1,['Christine'],3.50,3.51,-0.01
BruceFrench,1,['Christine'],3.50,3.51,-0.01
KeriMontgomery,1,['Christine'],3.50,3.51,-0.01
JanBurrell,1,['Christine'],3.50,3.51,-0.01
MaryCosta,1,['Sleeping Beauty'],2.50,3.57,-1.07
BillShirley,1,['Sleeping Beauty'],2.50,3.57,-1.07
EleanorAudley,1,['Sleeping Beauty'],2.50,3.57,-1.07
VernaFelton,1,['Sleeping Beauty'],2.50,3.57,-1.07
BarbaraLuddy,1,['Sleeping Beauty'],2.50,3.57,-1.07
BarbaraJoAllen,1,['Sleeping Beauty'],2.50,3.57,-1.07
TaylorHolmes,1,['Sleeping Beauty'],2.50,3.57,-1.07
BillThompson,1,['Sleeping Beauty'],2.50,3.57,-1.07
MarvinMiller,1,['Sleeping Beauty'],2.50,3.57,-1.07
CandyCandido,1,['Sleeping Beauty'],2.50,3.57,-1.07
BobAmsberry,1,['Sleeping Beauty'],2.50,3.57,-1.07
DominiqueMcElligott,1,['Moon'],3.00,3.83,-0.83
RosieShaw,1,['Moon'],3.00,3.83,-0.83
AdrienneShaw,1,['Moon'],3.00,3.83,-0.83
KayaScodelario,1,['Moon'],3.00,3.83,-0.83
MattBerry,2,"['Moon', 'The Wild Robot']",3.00,4.02,-1.02
MalcolmStewart,1,['Moon'],3.00,3.83,-0.83
RobinChalk,1,['Moon'],3.00,3.83,-0.83
DevonSawa,1,['The Fanatic'],1.00,1.76,-0.76
AnaGolja,1,['The Fanatic'],1.00,1.76,-0.76
JamesPaxton,1,['The Fanatic'],1.00,1.76,-0.76
JessicaUberuaga,1,['The Fanatic'],1.00,1.76,-0.76
LuisDaSilva,1,['The Fanatic'],1.00,1.76,-0.76
JoshRichman,2,"['The Fanatic', 'Kiss Kiss Bang Bang']",1.75,2.75,-1.00
JacobGrodnik,1,['The Fanatic'],1.00,1.76,-0.76
ElleMatarazzo,1,['The Fanatic'],1.00,1.76,-0.76
RobWolfe,1,['The Fanatic'],1.00,1.76,-0.76
LeslieSides,1,['The Fanatic'],1.00,1.76,-0.76
DennyMendez,1,['The Fanatic'],1.00,1.76,-0.76
MartaGonzálezRodin,1,['The Fanatic'],1.00,1.76,-0.76
LisaLynnDempsey,1,['The Fanatic'],1.00,1.76,-0.76
NebChupin,1,['The Fanatic'],1.00,1.76,-0.76
MartinPeña,1,['The Fanatic'],1.00,1.76,-0.76
MarcelaHerrera,1,['The Fanatic'],1.00,1.76,-0.76
DominicSalvatore,1,['The Fanatic'],1.00,1.76,-0.76
KennethFarmer,1,['The Fanatic'],1.00,1.76,-0.76
JamesHetfield,1,['Metallica and San Francisco Symphony: S&M2'],2.50,4.04,-1.54
LarsUlrich,1,['Metallica and San Francisco Symphony: S&M2'],2.50,4.04,-1.54
KirkHammett,1,['Metallica and San Francisco Symphony: S&M2'],2.50,4.04,-1.54
RobertTrujillo,1,['Metallica and San Francisco Symphony: S&M2'],2.50,4.04,-1.54
MichaelTilsonThomas,1,['Metallica and San Francisco Symphony: S&M2'],2.50,4.04,-1.54
EdwinOutwater,1,['Metallica and San Francisco Symphony: S&M2'],2.50,4.04,-1.54
SanFranciscoSymphony,1,['Metallica and San Francisco Symphony: S&M2'],2.50,4.04,-1.54
FrancesConroy,3,"['Joker', '6 Souls', 'The Power of the Dog']",3.00,3.38,-0.38
GlennFleshler,1,['Joker'],3.00,3.84,-0.84
LeighGill,1,['Joker'],3.00,3.84,-0.84
RoccoLuna,1,['Joker'],3.00,3.84,-0.84
MarcMaron,1,['Joker'],3.00,3.84,-0.84
SondraJames,1,['Joker'],3.00,3.84,-0.84
MurphyGuyer,1,['Joker'],3.00,3.84,-0.84
DouglasHodge,1,['Joker'],3.00,3.84,-0.84
CarrieLouisePutrello,1,['Joker'],3.00,3.84,-0.84
HannahGross,1,['Joker'],3.00,3.84,-0.84
AliceEve,1,['Replicas'],0.50,2.09,-1.59
ThomasMiddleditch,1,['Replicas'],0.50,2.09,-1.59
NyashaHatendi,1,['Replicas'],0.50,2.09,-1.59
AriaLyricLeabu,1,['Replicas'],0.50,2.09,-1.59
AmberRivera,1,['Replicas'],0.50,2.09,-1.59
JeffreyHolsman,1,['Replicas'],0.50,2.09,-1.59
JonathanDwayne,1,['Replicas'],0.50,2.09,-1.59
LuisGonzaga,1,['Replicas'],0.50,2.09,-1.59
AndresRamos,1,['Replicas'],0.50,2.09,-1.59
SunshineLogroño,1,['Replicas'],0.50,2.09,-1.59
AngelaAlvarado,1,['Replicas'],0.50,2.09,-1.59
ValentínRamírez,1,['Replicas'],0.50,2.09,-1.59
NicoleColón,1,['Replicas'],0.50,2.09,-1.59
BrendanClack,1,['Replicas'],0.50,2.09,-1.59
LeoÁlvarez,1,['Replicas'],0.50,2.09,-1.59
AmberTownsend,1,['Replicas'],0.50,2.09,-1.59
SongKang-ho,5,"['Parasite', 'Memories of Murder', 'The Host', 'Broker', 'Snowpiercer']",3.50,4.03,-0.53
LeeSun-kyun,1,['Parasite'],4.00,4.53,-0.53
ChoYeo-jeong,1,['Parasite'],4.00,4.53,-0.53
ParkSo-dam,1,['Parasite'],4.00,4.53,-0.53
JangHye-jin,1,['Parasite'],4.00,4.53,-0.53
ParkMyung-hoon,1,['Parasite'],4.00,4.53,-0.53
JungZi-so,1,['Parasite'],4.00,4.53,-0.53
JungHyeon-jun,1,['Parasite'],4.00,4.53,-0.53
ParkKeun-rok,1,['Parasite'],4.00,4.53,-0.53
JungYi-seo,1,['Parasite'],4.00,4.53,-0.53
ChoJae-myung,1,['Parasite'],4.00,4.53,-0.53
JeongIk-han,1,['Parasite'],4.00,4.53,-0.53
KimKyu-baek,1,['Parasite'],4.00,4.53,-0.53
LeeDong-yong,1,['Parasite'],4.00,4.53,-0.53
AhnSeong-bong,1,['Parasite'],4.00,4.53,-0.53
YoonYoung-woo,1,['Parasite'],4.00,4.53,-0.53
ParkJae-wook,1,['Parasite'],4.00,4.53,-0.53
JeonEun-mi,1,['Parasite'],4.00,4.53,-0.53
RayLiotta,1,['Marriage Story'],4.00,4.01,-0.01
JulieHagerty,1,['Marriage Story'],4.00,4.01,-0.01
AzhyRobertson,1,['Marriage Story'],4.00,4.01,-0.01
MarthaKelly,1,['Marriage Story'],4.00,4.01,-0.01
"""MarkOBrien""",2,"['Marriage Story', 'Arrival']",4.25,4.07,0.18
JuliaGreer,1,['Marriage Story'],4.00,4.01,-0.01
MatthewMaher,1,['Marriage Story'],4.00,4.01,-0.01
EricBerryman,1,['Marriage Story'],4.00,4.01,-0.01
JasmineCephasJones,2,"['Marriage Story', 'Hamilton']",3.50,4.14,-0.64
GideonGlick,1,['Marriage Story'],4.00,4.01,-0.01
MotellGynFoster,1,['Marriage Story'],4.00,4.01,-0.01
DavidTurner,1,['Marriage Story'],4.00,4.01,-0.01
RaymondJ.Lee,1,['Marriage Story'],4.00,4.01,-0.01
CharlotteStewart,1,['Eraserhead'],3.00,3.82,-0.82
AllenJoseph,1,['Eraserhead'],3.00,3.82,-0.82
JeanneBates,2,"['Eraserhead', 'Mulholland Drive']",3.50,4.04,-0.54
LaurelNear,1,['Eraserhead'],3.00,3.82,-0.82
JackFisk,1,['Eraserhead'],3.00,3.82,-0.82
JeanLange,1,['Eraserhead'],3.00,3.82,-0.82
ThomasCoulson,1,['Eraserhead'],3.00,3.82,-0.82
JohnMonez,1,['Eraserhead'],3.00,3.82,-0.82
DarwinJoston,1,['Eraserhead'],3.00,3.82,-0.82
T.MaxGraham,1,['Eraserhead'],3.00,3.82,-0.82
HalLandonJr.,2,"['Eraserhead', ""Bill & Ted's Excellent Adventure""]",3.00,3.75,-0.75
JenniferLynch,1,['Eraserhead'],3.00,3.82,-0.82
BradKeeler,1,['Eraserhead'],3.00,3.82,-0.82
GillDennis,1,['Eraserhead'],3.00,3.82,-0.82
TobyKeeler,1,['Eraserhead'],3.00,3.82,-0.82
JackWalsh,1,['Eraserhead'],3.00,3.82,-0.82
MarcelloMastroianni,1,['8½'],4.00,4.28,-0.28
ClaudiaCardinale,1,['8½'],4.00,4.28,-0.28
AnoukAimée,1,['8½'],4.00,4.28,-0.28
SandraMilo,1,['8½'],4.00,4.28,-0.28
RossellaFalk,1,['8½'],4.00,4.28,-0.28
BarbaraSteele,1,['8½'],4.00,4.28,-0.28
CaterinaBoratto,1,['8½'],4.00,4.28,-0.28
GuidoAlberti,1,['8½'],4.00,4.28,-0.28
MarioConocchia,1,['8½'],4.00,4.28,-0.28
BrunoAgostini,1,['8½'],4.00,4.28,-0.28
CesarinoMiceliPicardi,1,['8½'],4.00,4.28,-0.28
JeanRougeul,1,['8½'],4.00,4.28,-0.28
MarioPisu,1,['8½'],4.00,4.28,-0.28
YvonneCasadei,1,['8½'],4.00,4.28,-0.28
IanDallas,1,['8½'],4.00,4.28,-0.28
MinoDoro,1,['8½'],4.00,4.28,-0.28
NadiaSanders,1,['8½'],4.00,4.28,-0.28
GeorgiaSimmons,1,['8½'],4.00,4.28,-0.28
JoeCole,1,['Green Room'],4.00,3.63,0.37
EricEdelstein,1,['Green Room'],4.00,3.63,0.37
DavidThompson,1,['Green Room'],4.00,3.63,0.37
MichaelDraper,1,['Green Room'],4.00,3.63,0.37
AndyCopeland,1,['Green Room'],4.00,3.63,0.37
BrentWerzner,1,['Green Room'],4.00,3.63,0.37
LjKlink,1,['Green Room'],4.00,3.63,0.37
KaseyBrown,1,['Green Room'],4.00,3.63,0.37
TaylorTunes,1,['Green Room'],4.00,3.63,0.37
JakeLove,1,['Green Room'],4.00,3.63,0.37
KyleLove,1,['Green Room'],4.00,3.63,0.37
OctoberMoore,1,['Green Room'],4.00,3.63,0.37
NaomiAckie,2,"['Star Wars: The Rise of Skywalker', 'Mickey 17']",3.00,2.93,0.07
KeriRussell,1,['Star Wars: The Rise of Skywalker'],2.50,2.30,0.20
GregGrunberg,1,['Star Wars: The Rise of Skywalker'],2.50,2.30,0.20
DominicMonaghan,4,"['Star Wars: The Rise of Skywalker', 'The Lord of the Rings: The Two Towers', 'The Lord of the Rings: The Return of the King', 'The Lord of the Rings: The Fellowship of the Ring']",3.62,3.92,-0.29
RayRomano,1,['The Irishman'],3.50,3.91,-0.41
AnnaPaquin,3,"['The Irishman', 'The Piano', '25th Hour']",3.33,3.87,-0.54
StephenGraham,1,['The Irishman'],3.50,3.91,-0.41
StephanieKurtzuba,1,['The Irishman'],3.50,3.91,-0.41
KathrineNarducci,1,['The Irishman'],3.50,3.91,-0.41
GaryBasaraba,1,['The Irishman'],3.50,3.91,-0.41
LucyGallina,1,['The Irishman'],3.50,3.91,-0.41
JonathanMorris,1,['The Irishman'],3.50,3.91,-0.41
DaschaPolanco,1,['The Irishman'],3.50,3.91,-0.41
WelkerWhite,2,"['The Irishman', 'Chasing Amy']",2.75,3.62,-0.88
JohnRhys-Davies,4,"['The Lord of the Rings: The Two Towers', 'The Lord of the Rings: The Return of the King', 'The Lord of the Rings: The Fellowship of the Ring', 'Raiders of the Lost Ark']",3.75,4.38,-0.63
MirandaOtto,3,"['The Lord of the Rings: The Two Towers', 'The Lord of the Rings: The Return of the King', 'The Thin Red Line']",3.67,4.36,-0.69
BillyBoyd,4,"['The Lord of the Rings: The Two Towers', 'The Lord of the Rings: The Return of the King', 'Master and Commander: The Far Side of the World', 'The Lord of the Rings: The Fellowship of the Ring']",3.88,4.34,-0.47
ChristopherLee,2,"['The Lord of the Rings: The Two Towers', 'The Lord of the Rings: The Fellowship of the Ring']",4.00,4.41,-0.41
DavidWenham,2,"['The Lord of the Rings: The Two Towers', 'The Lord of the Rings: The Return of the King']",3.75,4.49,-0.74
CraigParker,2,"['The Lord of the Rings: The Two Towers', 'The Lord of the Rings: The Fellowship of the Ring']",4.00,4.41,-0.41
BruceAllpress,2,"['The Lord of the Rings: The Two Towers', 'The Piano']",3.50,4.14,-0.64
JohnNoble,1,['The Lord of the Rings: The Return of the King'],4.00,4.55,-0.55
LawrenceMakoare,2,"['The Lord of the Rings: The Return of the King', 'The Lord of the Rings: The Fellowship of the Ring']",4.25,4.47,-0.22
Dean-CharlesChapman,1,['1917'],3.00,4.12,-1.12
RichardMadden,1,['1917'],3.00,4.12,-1.12
ClaireDuburcq,1,['1917'],3.00,4.12,-1.12
DanielMays,3,"['1917', 'Atonement', 'Chicken Run: Dawn of the Nugget']",3.33,3.74,-0.41
AdrianScarborough,1,['1917'],3.00,4.12,-1.12
ChrisWalley,1,['1917'],3.00,4.12,-1.12
NabhaanRizwan,1,['1917'],3.00,4.12,-1.12
TommyFrench,1,['1917'],3.00,4.12,-1.12
PaulTinto,1,['1917'],3.00,4.12,-1.12
BillyPostlethwaite,1,['1917'],3.00,4.12,-1.12
JustinEdwards,2,"['1917', 'The Death of Stalin']",3.00,3.96,-0.96
PipCarter,1,['1917'],3.00,4.12,-1.12
AndyApollo,1,['1917'],3.00,4.12,-1.12
JessicaLange,1,['All That Jazz'],3.00,4.34,-1.34
AnnReinking,1,['All That Jazz'],3.00,4.34,-1.34
LelandPalmer,1,['All That Jazz'],3.00,4.34,-1.34
CliffGorman,1,['All That Jazz'],3.00,4.34,-1.34
BenVereen,1,['All That Jazz'],3.00,4.34,-1.34
ErzsebetFoldi,1,['All That Jazz'],3.00,4.34,-1.34
MichaelTolan,1,['All That Jazz'],3.00,4.34,-1.34
MaxWright,1,['All That Jazz'],3.00,4.34,-1.34
WilliamLeMassena,1,['All That Jazz'],3.00,4.34,-1.34
IreneKane,1,['All That Jazz'],3.00,4.34,-1.34
DeborahGeffner,1,['All That Jazz'],3.00,4.34,-1.34
KathrynDoby,1,['All That Jazz'],3.00,4.34,-1.34
AnthonyHolland,1,['All That Jazz'],3.00,4.34,-1.34
RobertHitt,1,['All That Jazz'],3.00,4.34,-1.34
DavidMargulies,1,['All That Jazz'],3.00,4.34,-1.34
SusanBrooks,1,['All That Jazz'],3.00,4.34,-1.34
FrankieMan,1,['All That Jazz'],3.00,4.34,-1.34
AlanHeim,1,['All That Jazz'],3.00,4.34,-1.34
JuliaFox,1,['Uncut Gems'],4.50,3.95,0.55
KevinGarnett,1,['Uncut Gems'],4.50,3.95,0.55
EricBogosian,1,['Uncut Gems'],4.50,3.95,0.55
KeithWilliamRichards,1,['Uncut Gems'],4.50,3.95,0.55
MikeFrancesa,1,['Uncut Gems'],4.50,3.95,0.55
JonathanAranbayev,1,['Uncut Gems'],4.50,3.95,0.55
NoaFisher,1,['Uncut Gems'],4.50,3.95,0.55
TheWeeknd,1,['Uncut Gems'],4.50,3.95,0.55
MesfinLamengo,1,['Uncut Gems'],4.50,3.95,0.55
SunZhiHua-Hilton,1,['Uncut Gems'],4.50,3.95,0.55
LiangWei-Hui-Duncan,1,['Uncut Gems'],4.50,3.95,0.55
DenekeMuhugeta,1,['Uncut Gems'],4.50,3.95,0.55
HabtunuAfricho,1,['Uncut Gems'],4.50,3.95,0.55
WarrenFinkelstein,1,['Uncut Gems'],4.50,3.95,0.55
TommyKominik,1,['Uncut Gems'],4.50,3.95,0.55
MaksudAgadjani,1,['Uncut Gems'],4.50,3.95,0.55
MaximGaudette,2,"['Polytechnique', 'Incendies']",3.75,4.07,-0.32
SébastienHuberdeau,1,['Polytechnique'],3.00,3.69,-0.69
KarineVanasse,1,['Polytechnique'],3.00,3.69,-0.69
EvelyneBrochu,1,['Polytechnique'],3.00,3.69,-0.69
MartinWatier,1,['Polytechnique'],3.00,3.69,-0.69
Johanne-MarieTremblay,1,['Polytechnique'],3.00,3.69,-0.69
NatalieHamel-Roy,2,"['Polytechnique', 'Mommy']",3.00,4.00,-1.00
Pierre-YvesCardinal,2,"['Polytechnique', 'Mommy']",3.00,4.00,-1.00
PierreLeblanc,1,['Polytechnique'],3.00,3.69,-0.69
FrancescaBarcenas,1,['Polytechnique'],3.00,3.69,-0.69
ÈveDuranceau,1,['Polytechnique'],3.00,3.69,-0.69
MathieuLedoux,1,['Polytechnique'],3.00,3.69,-0.69
AdamKosh,1,['Polytechnique'],3.00,3.69,-0.69
LarissaCorriveau,1,['Polytechnique'],3.00,3.69,-0.69
ManonLapointe,1,['Polytechnique'],3.00,3.69,-0.69
KimLavack-Paquin,1,['Polytechnique'],3.00,3.69,-0.69
MireilleBrullemans,1,['Polytechnique'],3.00,3.69,-0.69
Pier-OlivierPaquet,1,['Polytechnique'],3.00,3.69,-0.69
LouiseProulx,1,['Polytechnique'],3.00,3.69,-0.69
LilyThibeault,1,['Polytechnique'],3.00,3.69,-0.69
DavidHemmings,2,"['Blow-Up', 'Gladiator']",3.50,3.99,-0.49
VanessaRedgrave,3,"['Blow-Up', 'Atonement', 'Girl, Interrupted']",2.83,3.92,-1.09
SarahMiles,1,['Blow-Up'],2.50,3.80,-1.30
JohnCastle,1,['Blow-Up'],2.50,3.80,-1.30
VeruschkavonLehndorff,1,['Blow-Up'],2.50,3.80,-1.30
JaneBirkin,1,['Blow-Up'],2.50,3.80,-1.30
GillianHills,1,['Blow-Up'],2.50,3.80,-1.30
PeterBowles,1,['Blow-Up'],2.50,3.80,-1.30
JulianChagrin,1,['Blow-Up'],2.50,3.80,-1.30
ClaudeChagrin,1,['Blow-Up'],2.50,3.80,-1.30
JimmyPage,1,['Blow-Up'],2.50,3.80,-1.30
JeffBeck,1,['Blow-Up'],2.50,3.80,-1.30
SusanBrodrick,1,['Blow-Up'],2.50,3.80,-1.30
PeggyMoffitt,1,['Blow-Up'],2.50,3.80,-1.30
MelanieHampshire,1,['Blow-Up'],2.50,3.80,-1.30
CharlieBird,1,['Blow-Up'],2.50,3.80,-1.30
RobinBurns,1,['Blow-Up'],2.50,3.80,-1.30
JulioCortázar,1,['Blow-Up'],2.50,3.80,-1.30
ChrisDreja,1,['Blow-Up'],2.50,3.80,-1.30
CorinNemec,1,['Sand Sharks'],0.50,1.76,-1.26
BrookeHogan,1,['Sand Sharks'],0.50,1.76,-1.26
VanessaEvigan,1,['Sand Sharks'],0.50,1.76,-1.26
EricScottWoods,1,['Sand Sharks'],0.50,1.76,-1.26
GinaHolden,1,['Sand Sharks'],0.50,1.76,-1.26
HilaryCruz,1,['Sand Sharks'],0.50,1.76,-1.26
EdgarAllanPoeIV,1,['Sand Sharks'],0.50,1.76,-1.26
